sep=;
1;1;100;413864;4598;0;0;0usec;0usec;0usec;413864;4598;163usec;13839usec;233usec;0;1;0;1
2;1;100;809683;8996;0;0;0usec;0usec;0usec;809683;8996;161usec;23879usec;245usec;0;1;0;1
